"State","Year","Variable","Value"
"Connecticut","1993","Total employment","65.7"
"Connecticut","1994","Total employment","65.0"
"Connecticut","1995","Total employment","64.3"
"Connecticut","1996","Total employment","64.3"
"Connecticut","1997","Total employment","64.9"
"Connecticut","1998","Total employment","65.4"
"Connecticut","1999","Total employment","66.0"
"Connecticut","2000","Total employment","66.4"
"Connecticut","2001","Total employment","65.3"
"Connecticut","2002","Total employment","64.5"
"Connecticut","2003","Total employment","63.7"
"Connecticut","2004","Total employment","63.3"
"Connecticut","2005","Total employment","63.8"
"Connecticut","2006","Total employment","64.9"
"Connecticut","2007","Total employment","65.5"
"Connecticut","2008","Total employment","65.1"
"Connecticut","2009","Total employment","63.4"
"Connecticut","2010","Total employment","62.1"
"Connecticut","2011","Total employment","61.7"
"Connecticut","2012","Total employment","60.8"
"Connecticut","2013","Total employment","60.4"
"Connecticut","2014","Total employment","61.4"
"Connecticut","2015","Total employment","62.1"
"Connecticut","2016","Total employment","62.6"
"Delaware","1990","Total employment","67.0"
"Delaware","1991","Total employment","65.1"
"Delaware","1992","Total employment","65.7"
"Delaware","1993","Total employment","66.6"
"Delaware","1994","Total employment","67.2"
"Delaware","1995","Total employment","66.5"
"Delaware","1996","Total employment","65.2"
"Delaware","1997","Total employment","64.9"
"Delaware","1998","Total employment","65.4"
"Delaware","1999","Total employment","65.3"
"Delaware","2000","Total employment","66.7"
"Delaware","2001","Total employment","67.3"
"Delaware","2002","Total employment","65.2"
"Delaware","2003","Total employment","63.9"
"Delaware","2004","Total employment","63.8"
"Delaware","2005","Total employment","64.3"
"Delaware","2006","Total employment","64.7"
"Delaware","2007","Total employment","64.1"
"Delaware","2008","Total employment","62.7"
"Delaware","2009","Total employment","58.5"
"Delaware","2010","Total employment","56.8"
"Delaware","2011","Total employment","57.6"
"Delaware","2012","Total employment","57.4"
"Delaware","2013","Total employment","56.6"
"Delaware","2014","Total employment","57.9"
"Delaware","2015","Total employment","59.5"
"Delaware","2016","Total employment","59.8"
"District of Columbia","1990","Total employment","63.5"
"District of Columbia","1991","Total employment","61.8"
"District of Columbia","1992","Total employment","61.2"
"District of Columbia","1993","Total employment","61.4"
"District of Columbia","1994","Total employment","61.5"
"District of Columbia","1995","Total employment","59.9"
"District of Columbia","1996","Total employment","58.1"
"District of Columbia","1997","Total employment","57.7"
"District of Columbia","1998","Total employment","59.0"
"District of Columbia","1999","Total employment","62.7"
"District of Columbia","2000","Total employment","64.0"
"District of Columbia","2001","Total employment","63.1"
"District of Columbia","2002","Total employment","62.1"
"District of Columbia","2003","Total employment","61.9"
"District of Columbia","2004","Total employment","62.1"
"District of Columbia","2005","Total employment","63.3"
"District of Columbia","2006","Total employment","63.3"
"District of Columbia","2007","Total employment","64.3"
"District of Columbia","2008","Total employment","64.7"
"District of Columbia","2009","Total employment","62.6"
"District of Columbia","2010","Total employment","62.3"
"District of Columbia","2011","Total employment","61.0"
"District of Columbia","2012","Total employment","62.9"
"District of Columbia","2013","Total employment","63.7"
"District of Columbia","2014","Total employment","64.0"
"District of Columbia","2015","Total employment","65.3"
"District of Columbia","2016","Total employment","65.9"
"Florida","1990","Total employment","59.1"
"Florida","1991","Total employment","57.6"
"Florida","1992","Total employment","57.1"
"Florida","1993","Total employment","57.6"
"Florida","1994","Total employment","58.5"
"Florida","1995","Total employment","58.7"
"Florida","1996","Total employment","58.8"
"Florida","1997","Total employment","59.3"
"Florida","1998","Total employment","59.7"
"Florida","1999","Total employment","59.9"
"Florida","2000","Total employment","60.6"
"Florida","2001","Total employment","60.2"
"Florida","2002","Total employment","58.9"
"Florida","2003","Total employment","58.8"
"Florida","2004","Total employment","59.4"
"Florida","2005","Total employment","60.4"
"Florida","2006","Total employment","61.5"
"Florida","2007","Total employment","61.3"
"Florida","2008","Total employment","59.7"
"Florida","2009","Total employment","55.8"
"Florida","2010","Total employment","54.8"
"Florida","2011","Total employment","54.9"
"Florida","2012","Total employment","55.5"
"Florida","2013","Total employment","55.8"
"Florida","2014","Total employment","56.2"
"Florida","2015","Total employment","55.8"
"Florida","2016","Total employment","56.3"
"Georgia","1990","Total employment","63.7"
"Georgia","1991","Total employment","62.5"
"Georgia","1992","Total employment","62.2"
"Georgia","1993","Total employment","62.9"
"Georgia","1994","Total employment","63.9"
"Georgia","1995","Total employment","64.2"
"Georgia","1996","Total employment","65.0"
"Georgia","1997","Total employment","66.0"
"Georgia","1998","Total employment","66.6"
"Georgia","1999","Total employment","66.8"
"Georgia","2000","Total employment","66.8"
"Georgia","2001","Total employment","65.7"
"Georgia","2002","Total employment","64.7"
"Georgia","2003","Total employment","64.7"
"Georgia","2004","Total employment","64.3"
"Georgia","2005","Total employment","64.3"
"Georgia","2006","Total employment","64.9"
"Georgia","2007","Total employment","65.0"
"Georgia","2008","Total employment","63.6"
"Georgia","2009","Total employment","59.1"
"Georgia","2010","Total employment","57.4"
"Georgia","2011","Total employment","57.7"
"Georgia","2012","Total employment","58.1"
"Georgia","2013","Total employment","57.7"
"Georgia","2014","Total employment","57.6"
"Georgia","2015","Total employment","57.9"
"Georgia","2016","Total employment","59.0"
"Hawaii","1990","Total employment","66.3"
"Hawaii","1991","Total employment","67.2"
"Hawaii","1992","Total employment","66.5"
"Hawaii","1993","Total employment","65.8"
"Hawaii","1994","Total employment","64.3"
"Hawaii","1995","Total employment","63.6"
"Hawaii","1996","Total employment","63.6"
"Hawaii","1997","Total employment","63.4"
"Hawaii","1998","Total employment","63.1"
"Hawaii","1999","Total employment","63.4"
"Hawaii","2000","Total employment","64.4"
"Hawaii","2001","Total employment","64.3"
"Hawaii","2002","Total employment","62.9"
"Hawaii","2003","Total employment","62.7"
"Hawaii","2004","Total employment","62.7"
"Hawaii","2005","Total employment","64.0"
"Hawaii","2006","Total employment","64.7"
"Hawaii","2007","Total employment","64.1"
"Hawaii","2008","Total employment","62.8"
"Hawaii","2009","Total employment","59.7"
"Hawaii","2010","Total employment","58.5"
"Hawaii","2011","Total employment","58.3"
"Hawaii","2012","Total employment","57.2"
"Hawaii","2013","Total employment","57.6"
"Hawaii","2014","Total employment","58.9"
"Hawaii","2015","Total employment","59.8"
"Hawaii","2016","Total employment","60.8"
"Idaho","1990","Total employment","63.9"
"Idaho","1991","Total employment","63.4"
"Idaho","1992","Total employment","64.2"
"Idaho","1993","Total employment","64.9"
"Idaho","1994","Total employment","66.9"
"Idaho","1995","Total employment","66.3"
"Idaho","1996","Total employment","66.5"
"Idaho","1997","Total employment","66.9"
"Idaho","1998","Total employment","67.2"
"Idaho","1999","Total employment","66.3"
"Idaho","2000","Total employment","66.1"
"Idaho","2001","Total employment","66.4"
"Idaho","2002","Total employment","65.4"
"Idaho","2003","Total employment","64.7"
"Idaho","2004","Total employment","65.0"
"Idaho","2005","Total employment","66.5"
"Idaho","2006","Total employment","66.4"
"Idaho","2007","Total employment","65.7"
"Idaho","2008","Total employment","63.2"
"Idaho","2009","Total employment","60.1"
"Idaho","2010","Total employment","59.4"
"Idaho","2011","Total employment","59.5"
"Idaho","2012","Total employment","59.8"
"Idaho","2013","Total employment","59.9"
"Idaho","2014","Total employment","60.5"
"Idaho","2015","Total employment","61.2"
"Idaho","2016","Total employment","61.5"
"Illinois","1990","Total employment","64.2"
"Illinois","1991","Total employment","62.9"
"Illinois","1992","Total employment","62.8"
"Illinois","1993","Total employment","62.9"
"Illinois","1994","Total employment","64.0"
"Illinois","1995","Total employment","64.8"
"Illinois","1996","Total employment","65.0"
"Illinois","1997","Total employment","65.5"
"Illinois","1998","Total employment","65.7"
"Illinois","1999","Total employment","66.5"
"Illinois","2000","Total employment","66.5"
"Illinois","2001","Total employment","65.0"
"Illinois","2002","Total employment","62.7"
"Illinois","2003","Total employment","61.7"
"Illinois","2004","Total employment","62.1"
"Illinois","2005","Total employment","62.8"
"Illinois","2006","Total employment","64.4"
"Illinois","2007","Total employment","65.0"
"Illinois","2008","Total employment","63.6"
"Illinois","2009","Total employment","60.2"
"Illinois","2010","Total employment","59.9"
"Illinois","2011","Total employment","59.8"
"Illinois","2012","Total employment","60.0"
"Illinois","2013","Total employment","59.5"
"Illinois","2014","Total employment","60.3"
"Illinois","2015","Total employment","61.0"
"Illinois","2016","Total employment","61.4"
"Indiana","1990","Total employment","63.8"
"Indiana","1991","Total employment","61.9"
"Indiana","1992","Total employment","62.2"
"Indiana","1993","Total employment","64.2"
"Indiana","1994","Total employment","66.5"
"Indiana","1995","Total employment","67.5"
"Indiana","1996","Total employment","66.6"
"Indiana","1997","Total employment","66.8"
"Indiana","1998","Total employment","66.7"
"Indiana","1999","Total employment","66.3"
"Indiana","2000","Total employment","65.8"
"Indiana","2001","Total employment","65.0"
"Indiana","2002","Total employment","64.6"
"Indiana","2003","Total employment","64.3"
"Indiana","2004","Total employment","63.6"
"Indiana","2005","Total employment","63.7"
